Trigram,2022,2021,2020,2019,2018
markov decision process,0.00019353086961796428,0.00018587015111243285,0.00020979866440036697,0.00024644558257495304,0.000217688259527943
neural network training,0.00019064234917590513,0.00015179395674182016,0.0002133545739664749,0.00019715646605996244,0.00016326619464595725
graph representation learning,0.00018775382873384596,0.0001425004491861985,0.00014223638264431658,8.0654917933621e-05,4.8979858393787176e-05
systematic literature review,0.00018486530829178678,0.00015179395674182016,0.00012801274437988493,0.00010753989057816133,5.442206488198575e-05
channel state information,0.0001733112265235501,0.00010842425481558583,0.00013156865394599285,0.00010753989057816133,0.00016326619464595725
causal language interpretation (generation),0.0001733112265235501,7.744589629684702e-05,0.0,0.0,0.0
fake news detection,0.0001646456651973726,0.00013940261333432463,9.245364871880578e-05,8.961657548180112e-05,2.7211032440992876e-05
reinforcement learning approach,0.0001646456651973726,0.0001425004491861985,0.0001706836591731799,0.00012546320567452155,0.00014149736869316295
non-orthogonal multiple access,0.00015886862431325428,0.00025092470400178436,0.0003129200418174965,0.0003539854731531144,0.0005496628553080561
reconfigurable intelligent surface,0.00015886862431325428,0.00023853336059428883,0.00020979866440036697,6.273160283726078e-05,5.442206488198575e-06
salient object detection,0.0001559801038711951,0.0001610874642974418,0.00019557502613593532,0.00015682900709315195,0.00010340192327577293
natural language understanding,0.0001559801038711951,0.00017038097185306344,0.00015290411134264033,0.00012546320567452155,7.074868434658147e-05
pretrained language model,0.0001559801038711951,0.00015489179259369404,0.00010312137741712952,5.376994528908067e-05,0.0
monocular depth estimation,0.0001559801038711951,0.000130109105778703,0.0001209009252476691,0.0001299440344486116,0.00010340192327577293
partial differential equation,0.00015309158342913592,9.913074725996419e-05,7.46741008882662e-05,8.961657548180112e-05,5.442206488198575e-05
electronic health record,0.00015309158342913592,0.00013320694163057687,0.00015646002090874826,0.00017923315096360224,0.0001306129557167658
multivariate time series,0.00015020306298707675,0.00011152209066745971,0.00012445683481377703,4.480828774090056e-05,4.35376519055886e-05
ordinary differential equation,0.00015020306298707675,0.00012081559822308136,0.00011023319654934536,7.169326038544089e-05,5.442206488198575e-05
red green blue,0.0001473145425450176,0.0001796744794086851,0.0001493482017765324,0.0002509264113490431,0.00021224605303974444
remote sensing image,0.0001473145425450176,0.0001146199265193336,0.00011734501568156119,0.00011202071935225139,0.0001741506076223544
artificial neural network,0.00014442602210295842,0.0001920658228161806,0.00015290411134264033,0.0002105989523822326,0.00016326619464595725
object pose estimation,0.00014442602210295842,6.50545528893515e-05,8.178592002048204e-05,8.0654917933621e-05,7.619089083478005e-05
facial expression recognition,0.0001386489812188401,9.60329114080903e-05,0.00013512456351210075,8.513574670771106e-05,0.0001306129557167658
support vector machine,0.0001386489812188401,8.05437321487209e-05,0.0001920191165698274,0.00019267563728587238,0.00022857267250434016
long short-term memory,0.0001386489812188401,0.00025092470400178436,0.0003449232279124677,0.00043912121986082545,0.0005932005072136447
3d human pose,0.00013576046077678092,0.00016418530014931568,0.0001742395687392878,0.0001299440344486116,0.00014693957518136153
click-through rate prediction,0.00013287194033472175,0.00010222858311183807,8.889773915269787e-05,5.8250774063170725e-05,2.17688259527943e-05
machine learning approach,0.00012998341989266257,0.00013940261333432463,0.00015290411134264033,0.00017923315096360224,0.0001523817816695601
natural language inference,0.00012998341989266257,0.00011152209066745971,0.00013156865394599285,0.0001299440344486116,0.00013605516220496438
cell-free massive multiple,0.00012998341989266257,0.00017038097185306344,7.46741008882662e-05,8.0654917933621e-05,5.986427137018433e-05
human activity recognition,0.00012709489945060342,9.60329114080903e-05,0.00011734501568156119,0.00011650154812634145,0.00011972854274036866
natural language generation,0.00012709489945060342,0.00012391343407495522,0.00010667728698323745,0.00014786734954497184,7.074868434658147e-05
neural network inference,0.00012709489945060342,0.00010222858311183807,8.534182958658996e-05,0.00012098237690043151,9.251751029937578e-05
integrated sensing communication,0.00012420637900854424,3.717403022248657e-05,0.0,0.0,0.0
magnetic resonance imaging,0.00012420637900854424,0.00015489179259369404,0.0001742395687392878,0.00027781138399358344,0.0004789141709614746
neural network model,0.00012131785856648507,0.00020135933037180226,0.0002169104835325828,0.0001837139797376923,0.0002013616400633473
intrusion detection system,0.0001184293381244259,0.0001270112699268291,0.00010312137741712952,9.857823302998122e-05,0.00011972854274036866
graph contrastive learning,0.0001184293381244259,5.5761045333729856e-05,1.0667728698323745e-05,0.0,0.0
neural network accelerator,0.0001184293381244259,8.673940385246866e-05,7.823001045437413e-05,6.721243161135083e-05,6.53064778583829e-05
high performance computing,0.0001184293381244259,0.00017038097185306344,0.00018490729743761157,0.00017475232218951218,0.000179592814110553
application programming interface,0.00011265229724030757,0.00012391343407495522,0.00011734501568156119,0.00011650154812634145,0.00011428633625217008
scene graph generation,0.00011265229724030757,7.744589629684702e-05,4.9782733925510804e-05,1.7923315096360222e-05,2.7211032440992876e-05
video object segmentation,0.00011265229724030757,9.913074725996419e-05,0.00013512456351210075,0.00013442486322270167,0.00014149736869316295
speech emotion recognition,0.00011265229724030757,8.673940385246866e-05,5.689455305772664e-05,3.136580141863039e-05,8.163309732297862e-05
knowledge graph completion,0.00011265229724030757,5.5761045333729856e-05,8.178592002048204e-05,6.721243161135083e-05,2.17688259527943e-05
synthetic aperture radar,0.0001097637767982484,8.05437321487209e-05,6.756228175605038e-05,4.928911651499061e-05,6.53064778583829e-05
spoken language understanding,0.0001097637767982484,9.913074725996419e-05,0.00010312137741712952,9.857823302998122e-05,7.619089083478005e-05
field-programmable gate array,0.00010687525635618923,0.00011771776237120748,0.00019557502613593532,0.0001523481783190619,0.00018503502059875155
machine learning algorithm,0.00010687525635618923,7.434806044497314e-05,0.00012445683481377703,7.169326038544089e-05,4.35376519055886e-05
personalized federated learning,0.00010687525635618923,6.815238874122537e-05,2.844727652886332e-05,0.0,0.0
inverse reinforcement learning,0.00010398673591413007,9.60329114080903e-05,0.00010667728698323745,0.00012098237690043151,0.00011428633625217008
hate speech detection,0.00010109821547207089,0.00010842425481558583,7.111819132215829e-05,4.03274589668105e-05,2.7211032440992876e-05
deep convolutional neural,0.00010109821547207089,0.00015179395674182016,0.00023469003136312238,0.00031813884296039396,0.0005605472682844532
image quality assessment,9.820969503001173e-05,6.50545528893515e-05,4.622682435940289e-05,6.273160283726078e-05,3.8095445417390024e-05
monocular 3d object,9.820969503001173e-05,8.673940385246866e-05,3.200318609497123e-05,4.03274589668105e-05,1.6326619464595724e-05
language processing model,9.820969503001173e-05,8.05437321487209e-05,7.111819132215829e-05,2.6884972644540334e-05,1.088441297639715e-05
point cloud registration,9.532117458795257e-05,0.0001455982850380724,4.267091479329498e-05,4.03274589668105e-05,3.265323892919145e-05
neural ordinary differential,9.532117458795257e-05,9.293507555621643e-05,5.689455305772664e-05,2.240414387045028e-05,5.442206488198575e-06
radio access network,9.532117458795257e-05,9.293507555621643e-05,9.60095582849137e-05,0.00010753989057816133,0.0001306129557167658
model-based reinforcement learning,9.243265414589339e-05,0.00012081559822308136,0.0001457922922104245,8.961657548180112e-05,5.442206488198575e-05
video anomaly detection,9.243265414589339e-05,5.2663209481855975e-05,3.9115005227187065e-05,1.7923315096360222e-05,5.442206488198575e-06
